tc,day,year,light,mld,dmld,N0,ps2,lsdps2,t
2608,54,2005,66.9833548449261,168.7914596035,0.505607022980449,16.5627625,9.12067,0.697895154487435,2591.001045
2616,62,2005,68.1743747770519,172.836315787344,-1.18417208765631,16.5627625,14.049815,0.487997154998324,2599.020825
2624,70,2005,63.0638252533432,163.362939086094,-4.13002663496473,16.5627625,14.37085,0.441079774278524,2606.99644
2632,78,2005,36.6516204038935,130.322726006376,1.40289547798223,16.5627625,12.64939,0.414489249501915,2615.016585
2640,86,2005,57.9508309014684,141.545889830234,-0.662372821168979,16.5627625,10.504975,0.629733983199567,2622.991835
2648,94,2005,83.8633716182308,136.246907260882,-0.7245659814071,16.5627625,9.90314,1.45388513669823,2631.01198
2656,102,2005,99.4529170797115,130.450379409625,2.02672843600729,16.5627625,11.01698,0.512683670231523,2638.987595
2664,110,2005,99.3011046127037,146.664206897683,-0.288625905205446,16.5627625,15.54345,0.443683394101833,2647.007375
2672,118,2005,96.8663827876102,144.35519965604,-3.28196641936479,16.5627625,15.33259,0.432256409149194,2654.98299
2680,126,2005,120.075331856463,118.099468301121,-0.498866425659541,16.5627625,14.10487,0.444622641400041,2663.00277
2688,134,2005,96.5550393076406,114.108536895845,-6.72416504648,16.5627625,15.055105,0.552328254206903,2670.978385
2696,142,2005,134.146266435876,60.315216524005,1.34987084638742,16.5627625,18.88601,0.380313772751619,2678.99853
2704,150,2005,84.7740303663106,71.1141832951044,-3.26364797907157,16.5627625,28.987595,0.455499560103114,2687.01831
2712,158,2005,79.9994036664957,45.0049994625318,-1.91198673191587,16.5627625,29.701945,0.299380159112457,2694.993925
2720,166,2005,114.706801247496,29.7091056072049,0.283240948580231,16.5627625,33.29196,0.488939300414937,2703.01407
2728,174,2005,106.185188566832,31.9750331958467,-0.860135164304341,16.5627625,32.86634,0.514532277629191,2710.98932
2736,182,2005,91.967696320055,25.093951881412,0.202283927734119,16.5627625,26.32981,0.381221003937314,2719.009465
2744,190,2005,120.64765997319,26.7122233032849,-0.795344438211374,16.5627625,22.35727,0.360526817779996,2726.984715
2752,198,2005,107.647398201955,20.349467797594,-0.24855628965836,16.5627625,24.57481,0.369932247475189,2735.00486
2760,206,2005,112.808551628942,18.3610174803271,-0.236615862662178,16.5627625,19.30253,0.534362713239742,2742.980475
2768,214,2005,116.3491334125,16.4680905790297,-0.0950534489481865,16.5627625,18.6238,0.504798522687643,2751.000255
2776,222,2005,113.903519136481,15.7076629874442,-0.107635855966559,16.5627625,17.321135,0.34842588162385,2759.0204
2784,230,2005,106.580602946383,14.8465761397117,0.11804233178393,16.5627625,13.408915,0.354710098495782,2766.996015
2792,238,2005,108.833821803614,15.7909147939831,0.277179306776577,16.5627625,13.05655,0.39546106029905,2775.015795
2800,246,2005,60.3234713841204,18.0083492481957,0.363188312239947,16.5627625,12.61182,0.328888909134713,2782.99141
2808,254,2005,96.7312845078851,20.9138557461153,0.154154373620535,16.5627625,11.39099,0.727759356947585,2791.01119
2816,262,2005,72.4213813368895,22.1470907350796,0.853309439837724,16.5627625,13.137215,0.509775927809325,2798.986805
2824,270,2005,67.6067394770355,28.9735662537814,0.777469135692554,16.5627625,10.49841,0.346692377374981,2807.00695
2832,278,2005,60.4927582833193,35.1933193393218,0.856468820371153,16.5627625,10.40754,0.494557420545773,2814.9822
2840,286,2005,61.7869501282311,42.0450699022911,0.638371987425601,16.5627625,14.2558,0.493160690321412,2823.002345
2848,294,2005,62.0682088428196,47.1520458016959,1.05869261317162,16.5627625,11.22628,0.565631186422971,2830.97796
2856,302,2005,43.2612198463357,55.6215867070688,1.64273981064147,16.5627625,11.97612,0.684246453414119,2838.99774
